SHOT_RESULT,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,player_name,player_id
missed,21400145,"NOV 16, 2014 - GSW @ LAL",A,W,21,2,1,94,11.8,0,0.9,19.5,2,"Davis, Ed",202334,7.7,marreese speights,201578
made,21400553,"JAN 10, 2015 - BOS @ TOR",A,L,-13,6,3,665,14.3,0,0.6,5.3,2,"Valanciunas, Jonas",202685,1.7,tyler zeller,203092
made,21400424,"DEC 23, 2014 - OKC vs. POR",H,L,-4,9,4,702,5.8,0,1.0,23.2,3,"Freeland, Joel",200777,6.8,reggie jackson,202704
missed,21400009,"OCT 29, 2014 - MIN @ MEM",A,L,-4,7,1,162,4.4,4,5.4,4.5,2,"Koufos, Kosta",201585,1.9,thaddeus young,201152
made,21400485,"JAN 02, 2015 - BKN @ ORL",A,W,2,1,2,522,10.9,1,2.0,15.0,2,"Vucevic, Nikola",202696,5.8,alan anderson,101187
missed,21400892,"MAR 03, 2015 - HOU @ ATL",A,L,-8,9,4,562,0.6,4,8.9,23.4,2,"Schroder, Dennis",203471,2.6,trevor ariza,2772
made,21400063,"NOV 05, 2014 - WAS vs. IND",H,W,2,6,2,321,12.5,0,1.0,25.0,3,"Sloan, Donald",202388,6.7,john wall,202322
missed,21400695,"JAN 29, 2015 - CHI @ LAL",A,L,-5,10,2,0,0.0,0,1.4,23.6,3,"Ellington, Wayne",201961,7.6,derrick rose,201565
missed,21400081,"NOV 07, 2014 - DEN vs. CLE",H,L,-9,4,3,595,13.0,0,1.3,22.1,3,"Varejao, Anderson",2760,9.3,timofey mozgov,202389
made,21400162,"NOV 19, 2014 - BOS @ PHI",A,W,11,2,1,568,12.4,1,2.1,21.2,2,"Thompson, Hollis",203138,4.4,avery bradley,202340
missed,21400533,"JAN 07, 2015 - GSW vs. IND",H,W,15,1,1,613,14.8,1,2.0,14.9,2,"Hibbert, Roy",201579,4.6,marreese speights,201578
made,21400841,"FEB 24, 2015 - TOR @ DAL",A,L,-7,6,3,639,9.8,0,0.7,1.1,2,"Nowitzki, Dirk",1717,2.2,jonas valanciunas,202685
missed,21400305,"DEC 08, 2014 - GSW @ MIN",A,W,16,2,2,223,17.1,0,1.2,6.9,2,"Dieng, Gorgui",203476,3.7,draymond green,203110
made,21400529,"JAN 07, 2015 - DET @ DAL",A,W,13,8,2,1,0.0,0,0.2,1.1,2,"Chandler, Tyson",2199,2.3,greg monroe,202328
missed,21400591,"JAN 16, 2015 - BOS vs. CHI",H,L,-16,8,3,117,1.6,0,0.8,15.7,2,"Moore, E'Twaun",202734,2.8,brandon bass,101138
missed,21400321,"DEC 10, 2014 - MIN vs. POR",H,W,8,11,2,31,2.4,3,4.0,17.5,2,"Aldridge, LaMarcus",200746,6.3,thaddeus young,201152
made,21400218,"NOV 26, 2014 - MIL @ MIN",A,W,17,2,1,219,16.2,0,1.1,24.8,3,"Budinger, Chase",201978,4.0,oj mayo,201564
missed,21400052,"NOV 04, 2014 - TOR vs. OKC",H,W,12,3,1,442,15.8,0,0.7,24.1,3,"Ibaka, Serge",201586,5.3,terrence ross,203082
missed,21400755,"FEB 06, 2015 - NOP @ OKC",A,W,3,4,2,378,16.0,8,7.7,11.2,2,"Westbrook, Russell",201566,3.8,jimmer dredette,202690
missed,21400880,"MAR 01, 2015 - GSW @ BOS",A,W,5,4,1,188,7.1,0,0.8,24.7,3,"Turner, Evan",202323,8.7,harrison barnes,203084
made,21400022,"OCT 31, 2014 - CHI vs. CLE",H,L,-6,3,2,25,9.0,1,2.3,8.3,2,"Waiters, Dion",203079,1.8,kirk hinrich,2550
missed,21400420,"DEC 23, 2014 - LAC @ ATL",A,L,-3,17,4,138,17.6,2,5.9,11.5,2,"Millsap, Paul",200794,2.2,jamal crawford,2037
missed,21400055,"NOV 04, 2014 - POR vs. CLE",H,W,19,8,3,478,14.7,0,0.0,23.9,3,"Irving, Kyrie",202681,6.1,wesley matthews,202083
missed,21400431,"DEC 25, 2014 - LAC vs. GSW",H,W,14,9,3,289,13.5,0,0.6,23.2,3,"Thompson, Klay",202691,4.5,jj redick,200755
made,21400673,"JAN 26, 2015 - BOS @ UTA",A,W,9,2,1,388,3.0,2,4.7,18.4,2,"Exum, Dante",203957,3.6,evan turner,202323
made,21400616,"JAN 19, 2015 - MEM vs. DAL",H,L,-8,6,2,638,0.0,3,4.4,9.9,2,"Nowitzki, Dirk",1717,1.5,jeff green,201145
missed,21400858,"FEB 27, 2015 - ATL vs. ORL",H,W,7,6,1,188,8.5,0,0.9,23.9,3,"Dedmon, Dewayne",203473,8.4,demarre carroll,201960
missed,21400157,"NOV 18, 2014 - OKC @ UTA",A,L,-17,7,3,585,15.2,0,0.8,25.8,3,"Burks, Alec",202692,5.1,jeremy lamb,203087
missed,21400286,"DEC 05, 2014 - ORL @ UTA",A,W,5,11,3,433,11.0,1,2.1,12.0,2,"Favors, Derrick",202324,4.3,tobias harris,202699
made,21400330,"DEC 12, 2014 - ORL @ ATL",A,L,-6,10,3,194,8.4,0,0.8,24.8,3,"Sefolosha, Thabo",200757,7.5,victor oladipo,203506
missed,21400101,"NOV 10, 2014 - DET @ CHI",A,L,-11,11,3,283,2.5,4,7.8,8.9,2,"Noah, Joakim",201149,2.3,greg monroe,202328
missed,21400529,"JAN 07, 2015 - DET @ DAL",A,W,13,7,1,311,10.2,4,3.5,25.3,3,"Ellis, Monta",101145,5.1,brandon jennings,201943
made,21400492,"JAN 02, 2015 - UTA vs. ATL",H,L,-6,7,4,475,11.2,2,6.0,4.0,2,"Scott, Mike",203118,5.1,dante exum,203957
missed,21400518,"JAN 05, 2015 - GSW vs. OKC",H,W,26,4,2,499,13.4,0,1.1,23.9,3,"Durant, Kevin",201142,5.0,andre iguodala,2738
missed,21400003,"OCT 28, 2014 - HOU @ LAL",A,W,18,1,1,602,19.7,0,1.2,22.9,3,"Hill, Jordan",201941,6.6,james harden,201935
made,21400103,"NOV 11, 2014 - TOR vs. ORL",H,W,4,1,2,595,17.0,0,0.8,24.3,3,"Gordon, Ben",2732,5.3,patrick patterson,202335
missed,21400466,"DEC 30, 2014 - ATL vs. CLE",H,W,8,7,4,395,15.6,0,0.8,21.8,3,"Irving, Kyrie",202681,5.0,demarre carroll,201960
made,21400058,"NOV 05, 2014 - PHI vs. ORL",H,L,-2,5,4,6,0.0,0,0.7,21.0,2,"Vucevic, Nikola",202696,11.5,henry sims,203156
missed,21400542,"JAN 09, 2015 - UTA @ OKC",A,L,-5,2,3,543,9.0,1,3.0,7.9,2,"Adams, Steven",203500,1.9,jon ingles,204060
missed,21400417,"DEC 23, 2014 - IND vs. NOP",H,W,12,9,3,90,2.1,0,0.9,23.6,3,"Evans, Tyreke",201936,4.6,solomon hill,203524
missed,21400176,"NOV 21, 2014 - BOS @ MEM",A,L,-17,2,1,55,11.0,0,0.9,17.4,2,"Carter, Vince",1713,6.8,evan turner,202323
made,21400376,"DEC 17, 2014 - POR vs. MIL",H,W,7,15,4,375,17.3,2,1.9,11.5,2,"Marshall, Kendall",203088,5.3,damian lillard,203081
missed,21400624,"JAN 20, 2015 - DEN vs. SAS",H,L,-10,11,4,38,18.7,1,1.6,24.7,3,"Green, JaMychal",203254,3.4,arron afflalo,201167
made,21400629,"JAN 21, 2015 - DET vs. ORL",H,W,10,8,4,430,2.3,2,2.4,24.7,3,"Fournier, Evan",203095,2.4,kentavious caldwell-pope,203484
missed,21400806,"FEB 20, 2015 - DET vs. CHI",H,W,9,18,3,548,3.0,4,6.4,11.9,2,"Butler, Jimmy",202710,4.1,andre drummond,203083
missed,21400600,"JAN 17, 2015 - CHA vs. IND",H,W,9,19,5,37,8.4,5,4.6,5.4,2,"Hibbert, Roy",201579,1.7,gerald henderson,201945
missed,21400140,"NOV 15, 2014 - GSW vs. CHA",H,W,25,13,3,246,20.2,4,4.1,15.7,2,"Stephenson, Lance",202362,6.5,klay thompson,202691
missed,21400837,"FEB 23, 2015 - MEM @ LAC",A,W,3,3,1,266,6.3,1,4.1,17.0,2,"Jordan, DeAndre",201599,4.6,zach randolph,2216
missed,21400385,"DEC 19, 2014 - BOS vs. MIN",H,W,16,5,1,3,1.6,0,1.0,21.6,3,"Bennett, Anthony",203461,11.5,brandon bass,101138
missed,21400691,"JAN 28, 2015 - PHX vs. WAS",H,W,8,10,3,1,0.0,5,5.8,28.5,3,"Gortat, Marcin",101162,4.8,isaiah thomas,202738
made,21400901,"MAR 04, 2015 - MEM @ HOU",A,W,2,6,3,124,20.4,1,2.6,1.7,2,"Jones, Terrence",203093,3.8,tony allen,2754
made,21400402,"DEC 21, 2014 - SAC vs. LAL",H,W,7,5,4,450,21.0,3,3.4,9.4,2,"Ellington, Wayne",201961,1.8,derrick williams,202682
made,21400489,"JAN 02, 2015 - WAS @ OKC",A,L,-7,6,2,304,17.6,0,0.7,3.1,2,"Adams, Steven",203500,3.3,nene hilario,2403
made,21400883,"MAR 01, 2015 - CLE @ HOU",A,L,-2,2,1,541,11.2,2,3.0,6.3,2,"Motiejunas, Donatas",202700,2.2,timofey mozgov,202389
missed,21400863,"FEB 27, 2015 - BKN @ HOU",A,L,-4,6,2,42,12.7,1,3.6,16.8,2,"Smith, Josh",2746,4.2,thaddeus young,201152
made,21400330,"DEC 12, 2014 - ORL @ ATL",A,L,-6,7,4,321,11.4,0,1.8,19.7,2,"Scott, Mike",203118,13.5,kyle oquinn,203124
made,21400844,"FEB 25, 2015 - NYK @ BOS",A,L,-21,7,3,591,17.0,0,0.8,19.1,2,"Zeller, Tyler",203092,6.8,jason smith,201160
made,21400105,"NOV 11, 2014 - OKC @ MIL",A,L,-7,18,4,236,17.8,8,6.5,2.2,2,"Knight, Brandon",202688,3.2,reggie jackson,202704
made,21400573,"JAN 13, 2015 - LAL vs. MIA",H,L,-3,8,2,56,5.4,2,1.7,7.1,2,"Bosh, Chris",2547,3.2,jordan hill,201941
made,21400461,"DEC 29, 2014 - BKN vs. SAC",H,W,8,10,4,704,7.8,1,2.3,15.6,2,"Cousins, DeMarcus",202326,4.4,kevin garnett,708
missed,21400109,"NOV 12, 2014 - WAS vs. DET",H,W,4,15,3,29,11.0,14,13.4,20.9,2,"Caldwell-Pope, Kentavious",203484,2.6,john wall,202322
made,21400009,"OCT 29, 2014 - MEM vs. MIN",H,W,4,11,4,374,13.8,2,4.0,0.5,2,"Dieng, Gorgui",203476,1.9,mike conley,201144
missed,21400837,"FEB 23, 2015 - MEM @ LAC",A,W,3,4,2,405,10.0,0,1.6,12.6,2,"Jordan, DeAndre",201599,3.7,marc gasol,201188
missed,21400454,"DEC 28, 2014 - SAS vs. HOU",H,W,4,4,1,505,15.9,0,1.1,19.5,2,"Howard, Dwight",2730,6.8,tim duncan,1495
missed,21400103,"NOV 11, 2014 - ORL @ TOR",A,L,-4,3,1,589,24.0,0,0.1,2.2,2,"Lowry, Kyle",200768,1.4,tobias harris,202699
made,21400093,"NOV 09, 2014 - PHI @ TOR",A,L,-32,6,2,377,24.0,0,0.0,17.4,2,"DeRozan, DeMar",201942,13.7,luc mbah a moute,201601
missed,21400114,"NOV 12, 2014 - LAL @ NOP",A,L,-7,1,3,0,0.0,1,0.9,20.9,3,"Rivers, Austin",203085,5.3,ronnie price,101179
missed,21400904,"MAR 04, 2015 - PHI @ OKC",A,L,-5,1,1,472,4.0,0,0.9,18.9,2,"Ibaka, Serge",201586,7.3,luc mbah a moute,201601
missed,21400198,"NOV 24, 2014 - LAC @ CHA",A,W,21,1,2,639,9.0,3,4.5,18.1,2,"Stephenson, Lance",202362,3.6,hedo turkoglu,2045
missed,21400887,"MAR 02, 2015 - PHX @ MIA",A,L,-17,9,4,500,9.2,0,1.4,23.9,3,"Deng, Luol",2736,6.8,marcus morris,202694
made,21400351,"DEC 14, 2014 - LAL @ MIN",A,W,6,15,4,242,9.3,14,13.0,11.5,2,"Dieng, Gorgui",203476,3.8,kobe bryant,977
made,21400728,"FEB 03, 2015 - BOS @ NYK",A,W,11,2,1,572,14.8,0,0.8,25.0,3,"Calderon, Jose",101181,4.0,marcus smart,203935
made,21400215,"NOV 26, 2014 - TOR @ ATL",A,W,11,11,4,261,3.4,1,0.9,22.3,3,"Horford, Al",201143,5.5,lou williams,101150
missed,21400145,"NOV 16, 2014 - LAL vs. GSW",H,L,-21,3,1,261,11.5,0,1.8,21.7,2,"Iguodala, Andre",2738,3.8,wesley johnson,202325
made,21400809,"FEB 20, 2015 - WAS vs. CLE",H,L,-38,6,1,219,13.2,0,2.1,2.0,2,"Thompson, Tristan",202684,2.5,nene hilario,2403
made,21400169,"NOV 19, 2014 - LAL @ HOU",A,W,6,7,3,429,7.0,0,0.9,18.6,2,"Black, Tarik",204028,7.4,jordan hill,201941
made,21400792,"FEB 11, 2015 - SAC @ MIL",A,L,-8,1,1,652,6.7,0,1.2,23.7,3,"Middleton, Khris",203114,7.0,ben mclemore,203463
missed,21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,7,2,614,15.7,8,8.9,19.4,2,"Wright, Dorell",2748,4.8,lance stephenson,202362
missed,21400490,"JAN 02, 2015 - IND @ MIL",A,W,3,1,1,623,17.4,4,3.5,9.9,2,"Antetokounmpo, Giannis",203507,2.5,solomon hill,203524
made,21400792,"FEB 11, 2015 - SAC @ MIL",A,L,-8,2,1,682,22.5,0,2.2,3.0,2,"Henson, John",203089,1.3,demarcus cousins,202326
made,21400357,"DEC 15, 2014 - PHI vs. BOS",H,L,-18,7,3,704,8.0,0,0.0,3.5,2,"Sullinger, Jared",203096,2.5,luc mbah a moute,201601
missed,21400349,"DEC 14, 2014 - MIA vs. CHI",H,L,-18,2,1,634,10.5,3,3.9,6.3,2,"Gasol, Pau",2200,2.5,luol deng,2736
missed,21400134,"NOV 15, 2014 - UTA @ TOR",A,L,-18,8,3,526,24.0,0,0.0,2.4,2,"Valanciunas, Jonas",202685,1.8,enes kanter,202683
missed,21400831,"FEB 23, 2015 - MIL @ CHI",A,L,-16,2,1,256,11.5,0,0.7,17.2,2,"Dunleavy, Mike",2399,7.6,zaza pachulia,2585
missed,21400648,"JAN 23, 2015 - SAS vs. LAL",H,W,14,4,4,412,0.0,0,0.8,24.5,3,"Price, Ronnie",101179,10.3,boris diaw,2564
made,21400388,"DEC 19, 2014 - MIA vs. WAS",H,L,-2,11,4,220,5.4,0,1.0,24.2,3,"Gortat, Marcin",101162,18.4,luol deng,2736
missed,21400078,"NOV 07, 2014 - OKC vs. MEM",H,L,-2,4,2,277,15.0,0,0.8,18.4,2,"Randolph, Zach",2216,5.2,serge ibaka,201586
missed,21400471,"DEC 30, 2014 - DEN vs. LAL",H,L,-8,6,2,219,16.0,7,6.9,15.1,2,"Price, Ronnie",101179,8.2,wilson chandler,201163
made,21400349,"DEC 14, 2014 - CHI @ MIA",A,W,18,8,4,517,12.6,10,11.0,19.3,2,"Cole, Norris",202708,4.4,derrick rose,201565
missed,21400534,"JAN 07, 2015 - LAC vs. LAL",H,W,25,4,2,540,17.0,5,5.9,15.4,2,"Ellington, Wayne",201961,0.5,jamal crawford,2037
made,21400122,"NOV 14, 2014 - IND vs. DEN",H,L,-21,2,2,399,12.9,0,0.8,22.2,2,"Gallinari, Danilo",201568,4.1,damjan rudez,204014
missed,21400181,"NOV 21, 2014 - NOP @ DEN",A,L,-20,7,3,91,10.6,0,1.0,25.5,3,"Faried, Kenneth",202702,7.6,ryan anderson,201583
made,21400098,"NOV 10, 2014 - CLE vs. NOP",H,W,7,1,1,109,18.0,0,1.9,0.8,2,"Anderson, Ryan",201583,2.3,tristan thompson,202684
made,21400255,"DEC 02, 2014 - LAL @ DET",A,W,10,3,2,647,14.6,1,2.9,20.9,2,"Smith, Josh",2746,7.2,wayne ellington,201961
missed,21400543,"JAN 09, 2015 - WAS vs. CHI",H,W,16,1,1,326,22.2,0,0.9,26.2,3,"Rose, Derrick",201565,13.5,bradley beal,203078
missed,21400418,"DEC 23, 2014 - ORL vs. BOS",H,W,5,8,2,318,5.0,1,1.4,24.7,3,"Smart, Marcus",203935,5.6,victor oladipo,203506
made,21400469,"DEC 30, 2014 - NOP vs. PHX",H,W,4,5,1,50,24.0,1,0.9,3.9,2,"Morris, Marcus",202694,2.3,anthony davis,203076
made,21400527,"JAN 07, 2015 - BOS @ BKN",A,W,8,10,4,128,1.6,3,7.1,11.0,2,"Jack, Jarrett",101127,2.6,jeff green,201145
made,21400810,"FEB 20, 2015 - DAL vs. HOU",H,W,11,14,3,2,0.0,21,16.5,5.6,2,"Smith, Josh",2746,3.8,devin harris,2734
missed,21400180,"NOV 21, 2014 - DAL vs. LAL",H,W,34,1,1,678,15.8,0,0.9,22.5,3,"Bryant, Kobe",977,10.3,chandler parsons,202718
made,21400902,"MAR 04, 2015 - DEN @ MIN",A,W,15,2,1,397,8.6,0,0.9,3.7,2,"Dieng, Gorgui",203476,2.7,kenneth faried,202702
made,21400756,"FEB 06, 2015 - UTA @ PHX",A,L,-7,1,1,665,10.5,0,0.8,21.1,3,"Morris, Markieff",202693,5.7,gordon hayward,202330
made,21400418,"DEC 23, 2014 - BOS @ ORL",A,L,-5,11,3,325,19.4,0,1.0,22.7,3,"Oladipo, Victor",203506,5.0,avery bradley,202340
made,21400701,"JAN 30, 2015 - LAC @ NOP",A,L,-5,2,1,535,8.7,1,1.2,4.7,2,"Asik, Omer",201600,1.8,deandre jordan,201599
missed,21400564,"JAN 12, 2015 - BKN vs. HOU",H,L,-14,3,1,401,13.6,1,1.5,7.0,2,"Beverley, Patrick",201976,2.2,jarrett jack,101127
made,21400128,"NOV 14, 2014 - NOP vs. MIN",H,W,48,3,1,361,9.3,1,3.4,16.8,2,"Bennett, Anthony",203461,4.9,anthony davis,203076
made,21400829,"FEB 22, 2015 - LAL vs. BOS",H,W,7,8,4,90,5.4,3,5.5,14.9,2,"Bradley, Avery",202340,3.3,nick young,201156
made,21400079,"NOV 07, 2014 - SAC @ PHX",A,W,2,3,1,204,20.5,0,0.6,0.5,2,"Dragic, Goran",201609,6.0,ben mclemore,203463
missed,21400349,"DEC 14, 2014 - MIA vs. CHI",H,L,-18,11,4,130,20.5,0,0.9,24.4,3,"Rose, Derrick",201565,4.2,mario chalmers,201596
made,21400621,"JAN 19, 2015 - SAC @ POR",A,L,-4,4,1,54,21.4,3,2.6,19.2,2,"Blake, Steve",2581,2.1,darren collison,201954
made,21400593,"JAN 16, 2015 - OKC vs. GSW",H,W,12,18,4,196,9.0,0,0.8,4.1,2,"Thompson, Klay",202691,0.6,serge ibaka,201586
made,21400677,"JAN 27, 2015 - MIL @ MIA",A,W,7,10,4,502,15.0,1,1.4,10.0,2,"Ennis, James",203516,1.4,oj mayo,201564
made,21400033,"NOV 01, 2014 - BKN @ DET",A,W,12,17,4,404,13.0,2,3.5,19.1,2,"Butler, Caron",2406,7.2,joe johnson,2207
missed,21400908,"MAR 04, 2015 - LAC vs. POR",H,L,-5,2,2,397,11.2,0,1.0,17.4,2,"Lopez, Robin",201577,5.9,glen davis,201175
missed,21400699,"JAN 30, 2015 - TOR @ BKN",A,W,5,5,2,366,19.0,0,0.9,24.9,3,"Lopez, Brook",201572,6.8,patrick patterson,202335
made,21400385,"DEC 19, 2014 - MIN @ BOS",A,L,-16,2,1,607,14.4,0,1.1,19.5,2,"Turner, Evan",202323,6.0,thaddeus young,201152
missed,21400828,"FEB 22, 2015 - POR vs. MEM",H,L,-6,4,2,475,6.2,3,3.3,4.7,2,"Koufos, Kosta",201585,0.5,chris kaman,2549
missed,21400196,"NOV 23, 2014 - GSW @ OKC",A,W,5,13,3,668,16.5,3,5.2,13.0,2,"Jackson, Reggie",202704,4.3,klay thompson,202691
missed,21400319,"DEC 10, 2014 - ATL vs. PHI",H,W,16,7,2,217,3.4,2,3.1,12.7,2,"Mbah a Moute, Luc",201601,3.8,paul millsap,200794
missed,21400141,"NOV 15, 2014 - LAC vs. PHX",H,W,13,4,2,380,13.0,2,5.2,18.9,2,"Morris, Markieff",202693,5.1,blake griffin,201933
made,21400897,"MAR 04, 2015 - PHX @ ORL",A,W,5,8,4,355,2.8,6,7.3,5.9,2,"Vucevic, Nikola",202696,2.8,pj tucker,200782
missed,21400625,"JAN 21, 2015 - MIA @ CHA",A,L,-2,6,3,67,24.0,0,0.3,3.4,2,"Stephenson, Lance",202362,3.7,james ennis,203516
missed,21400059,"NOV 05, 2014 - BOS vs. TOR",H,L,-3,7,2,512,14.1,0,0.5,1.6,2,"Ross, Terrence",203082,1.7,jared sullinger,203096
made,21400891,"MAR 03, 2015 - BOS @ CLE",A,L,-31,2,2,453,3.6,0,1.3,7.5,2,"Love, Kevin",201567,2.4,brandon bass,101138
made,21400024,"OCT 31, 2014 - SAS @ PHX",A,L,-5,2,4,665,13.3,0,1.0,24.0,3,"Green, Gerald",101123,5.2,marco belinelli,201158
missed,21400484,"JAN 02, 2015 - CHA vs. CLE",H,L,-4,4,2,475,6.3,0,0.1,17.9,2,"Miller, Mike",2034,3.7,cody zeller,203469
made,21400410,"DEC 22, 2014 - TOR @ CHI",A,L,-9,10,4,35,20.4,1,1.0,7.8,2,"Butler, Jimmy",202710,5.4,lou williams,101150
made,21400904,"MAR 04, 2015 - PHI @ OKC",A,L,-5,5,1,312,3.7,3,4.0,1.9,2,"Ibaka, Serge",201586,0.4,luc mbah a moute,201601
missed,21400148,"NOV 17, 2014 - BOS vs. PHX",H,L,-4,2,1,493,10.1,2,3.0,9.9,2,"Morris, Marcus",202694,1.9,jeff green,201145
missed,21400305,"DEC 08, 2014 - GSW @ MIN",A,W,16,1,1,4,0.0,1,1.8,16.6,2,"Dieng, Gorgui",203476,4.1,shaun livingston,2733
missed,21400663,"JAN 25, 2015 - MIL @ SAS",A,L,-6,12,4,610,15.6,13,8.7,11.4,2,"Green, Danny",201980,4.0,brandon knight,202688
made,21400739,"FEB 04, 2015 - SAS vs. ORL",H,W,7,13,4,128,9.8,0,0.6,2.7,2,"Green, Willie",2584,3.1,tony parker,2225
made,21400566,"JAN 12, 2015 - ORL @ CHI",A,W,7,19,3,183,14.6,0,0.7,18.7,2,"Gasol, Pau",2200,6.8,nikola vucevic,202696
missed,21400015,"OCT 29, 2014 - POR vs. OKC",H,W,17,15,4,454,9.4,0,6.1,10.8,2,"Perkins, Kendrick",2570,1.3,lamarcus aldridge,200746
made,21400898,"MAR 04, 2015 - UTA @ BOS",A,L,-1,8,4,367,8.8,0,0.9,19.0,2,"Bass, Brandon",101138,6.2,derrick favors,202324
missed,21400134,"NOV 15, 2014 - TOR vs. UTA",H,W,18,3,2,539,18.6,2,2.3,6.8,2,"Booker, Trevor",202344,3.9,lou williams,101150
missed,21400483,"JAN 01, 2015 - SAC @ MIN",A,W,3,4,4,151,7.9,2,5.7,2.3,2,"Young, Thaddeus",201152,0.9,carl landry,201171
made,21400127,"NOV 14, 2014 - HOU vs. PHI",H,W,1,24,4,10,0.0,6,6.3,2.8,2,"Sims, Henry",203156,2.2,james harden,201935
missed,21400605,"JAN 17, 2015 - BKN vs. WAS",H,L,-9,12,3,246,9.5,2,2.5,12.4,2,Nene,2403,4.0,joe johnson,2207
missed,21400223,"NOV 28, 2014 - CHI @ BOS",A,W,7,6,3,591,21.2,1,1.4,4.9,2,"Sullinger, Jared",203096,2.7,jimmy butler,202710
made,21400885,"MAR 02, 2015 - TOR @ PHI",A,W,11,8,3,267,11.6,4,3.2,12.2,2,"Noel, Nerlens",203457,5.3,patrick patterson,202335
missed,21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,2,2,175,12.5,0,0.9,19.9,2,"Nowitzki, Dirk",1717,6.9,cody zeller,203469
made,21400496,"JAN 03, 2015 - CHI vs. BOS",H,W,5,5,2,250,8.1,1,3.0,7.3,2,"Sullinger, Jared",203096,1.5,pau gasol,2200
made,21400133,"NOV 15, 2014 - ATL @ CLE",A,L,-33,10,2,71,24.0,0,0.0,0.9,2,"Varejao, Anderson",2760,1.0,paul millsap,200794
made,21400221,"NOV 26, 2014 - DEN @ PHX",A,L,-8,2,1,540,19.2,0,0.0,7.9,2,"Plumlee, Miles",203101,4.4,wilson chandler,201163
missed,21400729,"FEB 03, 2015 - POR vs. UTA",H,W,1,10,3,339,12.6,4,4.5,20.7,2,"Gobert, Rudy",203497,3.2,lamarcus aldridge,200746
missed,21400832,"FEB 23, 2015 - HOU vs. MIN",H,W,11,19,4,164,15.2,8,7.5,16.6,2,"Pekovic, Nikola",201593,4.6,james harden,201935
made,21400085,"NOV 08, 2014 - MIN @ MIA",A,L,-10,4,2,172,11.8,0,5.7,7.0,2,"Williams, Shawne",200761,1.9,andrew wiggins,203952
missed,21400001,"OCT 28, 2014 - ORL @ NOP",A,L,-17,7,3,467,5.1,2,3.0,2.0,2,"Asik, Omer",201600,1.6,elfrid payton,203901
made,21400186,"NOV 22, 2014 - CLE vs. TOR",H,L,-17,9,4,59,9.1,3,3.5,5.1,2,"Williams, Lou",101150,0.2,tristan thompson,202684
missed,21400152,"NOV 17, 2014 - SAS vs. PHI",H,W,25,4,2,619,11.5,0,0.6,1.7,2,"Shved, Alexey",203144,2.5,aron baynes,203382
made,21400007,"OCT 29, 2014 - WAS @ MIA",A,L,-12,4,1,16,6.0,4,6.2,11.8,2,"Andersen, Chris",2365,5.4,marcin gortat,101162
missed,21400632,"JAN 21, 2015 - LAL @ NOP",A,L,-16,4,2,34,12.7,0,0.8,19.7,2,"Wolters, Nate",203489,6.0,jordan hill,201941
missed,21400391,"DEC 19, 2014 - DEN vs. LAC",H,W,3,8,2,65,11.6,2,2.3,5.1,2,"Jordan, DeAndre",201599,1.9,arron afflalo,201167
missed,21400639,"JAN 22, 2015 - BOS @ POR",A,W,1,3,1,2,0.0,8,3.2,10.3,2,"McCollum, CJ",203468,3.1,marcus smart,203935
made,21400177,"NOV 21, 2014 - MIN vs. SAS",H,L,-29,9,3,367,17.4,0,2.7,15.8,2,"Belinelli, Marco",201158,2.2,andrew wiggins,203952
missed,21400215,"NOV 26, 2014 - TOR @ ATL",A,W,11,7,3,255,11.8,0,1.5,24.8,3,"Schroder, Dennis",203471,4.4,kyle lowry,200768
missed,21400126,"NOV 14, 2014 - NYK vs. UTA",H,L,-2,3,1,317,8.6,3,3.6,4.6,2,"Burke, Trey",203504,1.2,time hardaway jr,203501
made,21400404,"DEC 21, 2014 - BOS @ MIA",A,L,-16,6,2,598,20.4,0,1.0,18.4,2,"Hamilton, Justin",203120,10.3,kelly olynyk,203482
missed,21400263,"DEC 03, 2014 - CHA vs. CHI",H,L,-7,4,2,564,9.4,2,2.0,6.8,2,"Mirotic, Nikola",202703,2.9,marvin williams,101107
missed,21400003,"OCT 28, 2014 - LAL vs. HOU",H,L,-18,6,1,337,6.3,4,5.6,17.3,2,"Ariza, Trevor",2772,3.7,kobe bryant,977
made,21400113,"NOV 12, 2014 - ORL @ NYK",A,W,2,8,3,707,11.0,0,1.0,4.5,2,"Shumpert, Iman",202697,2.4,evan fournier,203095
missed,21400358,"DEC 15, 2014 - CHI @ ATL",A,L,-7,5,3,21,0.0,4,3.6,20.6,2,"Bazemore, Kent",203145,6.0,kirk hinrich,2550
made,21400637,"JAN 22, 2015 - SAS @ CHI",A,L,-23,4,2,332,9.3,6,4.1,19.0,2,"Brooks, Aaron",201166,4.5,tony parker,2225
missed,21400482,"JAN 01, 2015 - DEN @ CHI",A,L,-5,6,4,574,17.3,8,6.4,12.1,2,"Brooks, Aaron",201166,2.7,nate robinson,101126
